Date-Time,FC_V (V),FCT1 (C),H2P1 (B),DCDCV,FC_A (A),FCT2 (C),H2P2 (B),DCDCA,FC_W (W),FAN (%),Tank-P (B),DCDCW,ENERGY (Wh),BLW (%),Tank-T (C),BattV (V),Stasis_Select,IP(V),TP(V),No_of_Cell,Remark
11/14/25-14:23:31,76.16,37.11,0.49,XX.X,0.21,36.91,0.49,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:32,76.16,37.01,0.49,XX.X,0.21,36.82,0.49,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:32,76.04,36.91,0.49,XX.X,0.21,36.72,0.48,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:35,75.93,36.72,0.48,XX.X,0.21,36.52,0.48,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:36,75.93,36.62,0.48,XX.X,0.21,36.52,0.48,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:36,75.93,36.62,0.48,XX.X,0.21,36.43,0.48,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:36,75.93,36.52,0.48,XX.X,0.21,36.43,0.47,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:38,75.93,36.52,0.47,XX.X,0.21,36.33,0.47,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:39,75.93,36.43,0.47,XX.X,0.21,36.33,0.47,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:40,75.93,36.43,0.47,XX.X,0.21,36.23,0.47,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:40,75.93,36.33,0.47,XX.X,0.21,36.23,0.46,XX.X,15.7,9,0.0,XXXX.X,0,78,0.00,30.02,
11/14/25-14:23:40,75.93,36.33,0.47,XX.X,0.21,36.13,0.46,XX.X,15.7,9,0.0,XXXX.X,0,78,0.00,30.02,
11/14/25-14:23:42,76.04,36.23,0.46,XX.X,0.21,36.13,0.46,XX.X,15.7,9,0.0,XXXX.X,0,78,0.00,29.91,
11/14/25-14:23:43,76.28,36.23,0.46,XX.X,0.21,36.13,0.46,XX.X,15.8,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:43,76.28,36.13,0.46,XX.X,0.21,36.04,0.46,XX.X,15.8,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:45,76.16,36.13,0.45,XX.X,0.21,35.94,0.45,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:46,76.16,36.13,0.45B,XX.X,0.21,35.94,0.45,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:47,76.04,36.04,0.45,XX.X,0.21,35.94,0.45,XX.X,15.7,9,0.0,XXXX.X,0,28,0.00,30.02,
11/14/25-14:23:47,57.65,36.04,0.43,XX.X,1.76,35.84,0.43,XX.X,101.5,10,0.0,XXXX.X,0,28,0.00,29.80,
11/14/25-14:23:49,57.65,35.94,0.31,XX.X,1.64,35.84,0.28,XX.X,94.6,10,0.0,XXXX.X,0,28,0.00,29.80,
11/14/25-14:23:51,57.53,35.94,0.50,XX.X,1.76,35.74,0.50,XX.X,101.3,10,0.0,XXXX.X,0,28,0.00,29.80,
11/14/25-14:23:51,57.42,35.94,0.49,XX.X,1.76,35.74,0.49,XX.X,101.1,10,0.0,XXXX.X,0,28,0.00,29.80,
11/14/25-14:23:53,57.42,35.94,0.47,XX.X,1.76,35.74,0.47,XX.X,101.1,10,0.0,XXXX.X,0,78,0.00,29.69,
11/14/25-14:23:53,57.42,35.94,0.46,XX.X,1.76,35.74,0.46,XX.X,101.1,10,0.0,XXXX.X,0,78,0.00,29.69,
11/14/25-14:23:55,57.42,35.84,0.44,XX.X,1.76,35.74,0.44,XX.X,101.1,10,0.0,XXXX.X,0,28,0.00,29.80,
11/14/25-14:23:55,57.30,35.84,0.43,XX.X,1.76,35.64,0.43,XX.X,100.9,10,0.0,XXXX.X,1,28,0.00,29.80,
11/14/25-14:23:57,56.95,35.84,0.43,XX.X,1.76,35.64,0.43,XX.X,100.3,10,0.0,XXXX.X,1,28,0.00,29.80,
11/14/25-14:23:58,55.69,35.84,0.43,XX.X,2.12,35.64,0.42,XX.X,118.0,10,0.0,XXXX.X,1,28,0.00,29.69,
11/14/25-14:23:58,54.54,35.84,0.42,XX.X,2.36,35.64,0.42,XX.X,128.6,10,0.0,XXXX.X,1,28,0.00,29.69,
11/14/25-14:23:59,54.42,35.84,0.42,XX.X,2.48,35.64,0.41,XX.X,134.9,10,0.0,XXXX.X,1,28,0.00,29.69,
11/14/25-14:23:59,54.42,35.84,0.42,XX.X,2.48,35.64,0.42,XX.X,134.9,10,0.0,XXXX.X,1,28,0.00,29.69,
11/14/25-14:24:01,54.19,35.84,0.42,XX.X,2.48,35.64,0.42,XX.X,134.3,10,0.0,XXXX.X,1,28,0.00,29.59,
11/14/25-14:24:02,54.08,35.84,0.43,XX.X,2.60,35.64,0.43,XX.X,140.5,10,0.0,XXXX.X,1,28,0.00,29.59,
11/14/25-14:24:02,53.96,35.84,0.43,XX.X,2.60,35.64,0.43,XX.X,140.2,10,0.0,XXXX.X,1,28,0.00,29.59,
11/14/25-14:24:03,53.73,35.84,0.43,XX.X,2.72,35.64,0.43,XX.X,146.0,10,0.0,XXXX.X,1,28,0.00,29.59,
11/14/25-14:24:03,53.27,35.84,0.43,XX.X,2.84,35.64,0.43,XX.X,151.1,10,0.0,XXXX.X,1,28,0.00,29.59,
11/14/25-14:24:05,53.16,35.84,0.43,XX.X,2.96,35.64,0.42,XX.X,157.1,10,0.0,XXXX.X,1,78,0.00,29.48,
11/14/25-14:24:06,52.70,35.84,0.42,XX.X,3.08,35.64,0.42,XX.X,162.1,10,0.0,XXXX.X,1,28,0.00,29.37,
11/14/25-14:24:07,52.58,35.84,0.42,XX.X,3.19,35.64,0.42,XX.X,168.0,10,0.0,XXXX.X,1,28,0.00,29.48,
11/14/25-14:24:07,52.13,35.84,0.42,XX.X,3.31,35.64,0.42,XX.X,172.8,10,0.0,XXXX.X,1,28,0.00,29.48,
11/14/25-14:24:09,50.98,35.84,0.42,XX.X,3.67,35.64,0.41,XX.X,187.2,10,0.0,XXXX.X,1,28,0.00,29.37,
11/14/25-14:24:10,50.07,35.84,0.41,XX.X,4.15,35.64,0.41,XX.X,207.8,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:11,50.07,35.84,0.41,XX.X,4.15,35.64,0.41,XX.X,207.8,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:11,49.84,35.94,0.41,XX.X,4.39,35.74,0.41,XX.X,218.7,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:13,49.95,35.94,0.42,XX.X,4.39,35.74,0.42,XX.X,219.2,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:14,50.18,35.94,0.42,XX.X,4.39,35.74,0.42,XX.X,220.2,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:14,50.18,35.94,0.43,XX.X,4.39,35.74,0.42,XX.X,220.2,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:15,50.30,35.94,0.43,XX.X,4.39,35.84,0.43,XX.X,220.7,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:15,50.41,36.04,0.43,XX.X,4.39,35.84,0.43,XX.X,221.2,11,0.0,XXXX.X,1,28,0.00,29.26,
11/14/25-14:24:17,50.64,36.04,0.43,XX.X,4.39,35.84,0.43,XX.X,222.2,11,0.0,XXXX.X,2,78,0.00,29.26,
11/14/25-14:24:18,50.75,36.13,0.44,XX.X,4.39,35.94,0.43,XX.X,222.7,11,0.0,XXXX.X,2,28,0.00,29.04,
11/14/25-14:24:18,49.73,36.13,0.44,XX.X,4.87,35.94,0.43,XX.X,242.0,11,0.0,XXXX.X,2,28,0.00,29.15,
11/14/25-14:24:19,49.73,36.13,0.44,XX.X,4.87,35.94,0.43,XX.X,242.0,11,0.0,XXXX.X,2,28,0.00,29.15, Low Voltage 
11/14/25-14:24:28,49.73,36.13,0.44,XX.X,4.87,35.94,0.43,XX.X,242.0,11,0.0,XXXX.X,2,28,0.00,29.15,
